objectid,filename,title,identifier,object_location,collection_number_and_name_t,creator,date,description,findingaid,format,source,rightsstatement,location,latitude,longitude,subject,type,image_alt_text,object_location,display_template,thumbnail URL
2392739,Jutting_rock_American_Fork_Canon_on_line_of_American_Fork_narrow_gauge_R_R_.pdf,"Jutting rock, American Fork Canon, on line of American Fork narrow gauge R.R.",ark:/87278/s6d6yrw5,https://collections.lib.utah.edu/ark:/87278/s6d6yrw5,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage showing a narrow-gauge railroad in a narrow portion of American Fork Canyon in Utah County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_014,http://rightsstatements.org/vocab/NoC-US/1.0/,American Fork Canyon (Utah); Utah County (Utah),40.4336333,-111.7390882,American Fork Canyon (Utah)--Photographs; Railroads--Utah--Utah County--Photographs,Image/StillImage,"Black and white stereograph by C. R. Savage showing a narrow-gauge railroad in a narrow portion of American Fork Canyon in Utah County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",,,https://collections.lib.utah.edu/dl_thumbs/e8/5d/e85dc140a439ccf91c048319e7771f06d5968d41.jpg
2392740,Telegraph_mining_works_Bingham_Canyon_winter.pdf,"Telegraph mining works, Bingham Canyon, winter",ark:/87278/s6msey4v,https://collections.lib.utah.edu/ark:/87278/s6msey4v,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage showing a winter scene at the Telegraph mine in Bingham Canyon, Salt Lake County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_015,http://rightsstatements.org/vocab/NoC-US/1.0/,Bingham (Utah); Salt Lake County (Utah),40.5586708,-112.1315721,Mines and mineral resources--Utah--Salt Lake County--Photographs; Bingham (Utah)--History--Photographs,Image/StillImage,"Black and white stereograph by C. R. Savage showing a winter scene at the Telegraph mine in Bingham Canyon, Salt Lake County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",,,https://collections.lib.utah.edu/dl_thumbs/09/4c/094c6a2496b2681562400c5a46d71928fff3a49a.jpg
2392741,Hanging_Rock_American_Fork_Canyon_looking_west.pdf,"Hanging Rock, American Fork Canyon, looking west",ark:/87278/s666fkk6,https://collections.lib.utah.edu/ark:/87278/s666fkk6,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage showing a narrow-gauge railroad in a narrow portion of American Fork Canyon in Utah County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_016,http://rightsstatements.org/vocab/NoC-US/1.0/,American Fork Canyon (Utah); Utah County (Utah),40.4336333,-111.7390882,American Fork Canyon (Utah)--Photographs; Railroads--Utah--Utah County--Photographs,Image/StillImage,"Black and white stereograph by C. R. Savage showing a narrow-gauge railroad in a narrow portion of American Fork Canyon in Utah County, Utah.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",,,https://collections.lib.utah.edu/dl_thumbs/87/67/87673539ae16c287ffeb71ebcdb7d45a0bc395cd.jpg
2392742,Ogden_from_the_west.pdf,"Ogden, from the west",ark:/87278/s6v63y95,https://collections.lib.utah.edu/ark:/87278/s6v63y95,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage showing a view of Ogden, Utah, with the Wasatch Mountains in the distance.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_017,http://rightsstatements.org/vocab/NoC-US/1.0/,Ogden (Utah); Weber County (Utah),41.2185625,-111.97051,Ogden (Utah)--History--Photographs,Image/StillImage,"Black and white stereograph by C. R. Savage showing a view of Ogden, Utah, with the Wasatch Mountains in the distance.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",,,https://collections.lib.utah.edu/dl_thumbs/2f/9b/2f9b2f1e713f3c151fecb16e2ff14f4ad1e05c73.jpg
2392743,Little_Cottonwood_Canyon_looking_down_the_canyon_from_Superior_Gulch.pdf,Little Cottonwood Canyon : looking down the canyon from Superior Gulch,ark:/87278/s6gj5mrr,https://collections.lib.utah.edu/ark:/87278/s6gj5mrr,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,Black and white stereograph by C. R. Savage showing a view down Little Cottonwood Canyon from Superior Gulch,https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_018,http://rightsstatements.org/vocab/NoC-US/1.0/,"Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5724796,-111.7732325,"Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,Black and white stereograph by C. R. Savage showing a view down Little Cottonwood Canyon from Superior Gulch,,,https://collections.lib.utah.edu/dl_thumbs/0c/cc/0ccc21be420e410745bedbd0c5791634f05be30a.jpg
2392744,Little_Cottonwood_Canyon_Alta_from_the_east.pdf,Little Cottonwood Canyon : Alta from the east,ark:/87278/s6nzs59n,https://collections.lib.utah.edu/ark:/87278/s6nzs59n,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage showing businesses in the mining camp of Alta in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_019,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by C. R. Savage showing businesses in the mining camp of Alta in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/8f/fd/8ffd4988d0fc77735708c5a4fc6dc6d2daf126c8.jpg
2392745,Little_Cottonwood_Canyon_Alta.jpg,Little Cottonwood Canyon : Alta,ark:/87278/s6mq70h0,https://collections.lib.utah.edu/ark:/87278/s6mq70h0,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by C. R. Savage showing buildings in the mining camp of Alta in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_020,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by C. R. Savage showing buildings in the mining camp of Alta in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/39/ea/39ea2747f97344a4caecf3db53bc87aea5ff1ab8.jpg
2392746,Little_Cottonwood_Canyon_the_Devil_s_Elbow.jpg,Little Cottonwood Canyon : the Devil's Elbow,ark:/87278/s6qtz256,https://collections.lib.utah.edu/ark:/87278/s6qtz256,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing the horse-drawn tram at Devil's Elbow in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_021,http://rightsstatements.org/vocab/NoC-US/1.0/,"Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5724796,-111.7732325,"Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing the horse-drawn tram at Devil's Elbow in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/57/52/57528dd8e48d015dff5cc10f20c64d336b79db2b.jpg
2392747,Little_Cottonwood_Canyon_tramway_snow_sheds_Alta.jpg,"Little Cottonwood Canyon : tramway snow sheds, Alta",ark:/87278/s66nj0rx,https://collections.lib.utah.edu/ark:/87278/s66nj0rx,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing snowsheds on the tramway at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_022,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing snowsheds on the tramway at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/46/03/4603031f0e5f923058a99b8eee4396dd74a3a075.jpg
2392748,Little_Cottonwood_Canyon_looking_down_from_the_Emma_Mine.jpg,Little Cottonwood Canyon : looking down from the Emma Mine,ark:/87278/s6wnkw7a,https://collections.lib.utah.edu/ark:/87278/s6wnkw7a,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing the view from the Emma Mine at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_023,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing the view from the Emma Mine at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/42/52/4252bfbddceec50696e83473fd2aa2d1b502b9b2.jpg
2392749,Little_Cottonwood_Canyon_granite_bowlders_that_is_boulders_near_Wahsatch.jpg,"Little Cottonwood Canyon : granite bowlders [that is, boulders] near Wahsatch",ark:/87278/s6xfedmx,https://collections.lib.utah.edu/ark:/87278/s6xfedmx,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing giant granite boulders near the mouth of Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_024,http://rightsstatements.org/vocab/NoC-US/1.0/,"Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5724796,-111.7732325,"Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing giant granite boulders near the mouth of Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/b6/45/b645e8daf5938fba3397f8cfcbc77d00a970fb8c.jpg
2392750,Little_Cottonwood_Canyon_the_tramway_shed_near_Alta.jpg,Little Cottonwood Canyon : tramway,ark:/87278/s6d5cga0,https://collections.lib.utah.edu/ark:/87278/s6d5cga0,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing the horse-drawn tram in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_025,http://rightsstatements.org/vocab/NoC-US/1.0/,"Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5724796,-111.7732325,"Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing the horse-drawn tram in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/d8/4d/d84d43166c34a55d58ed42772e3874fc84ad10f1.jpg
2392751,Little_Cottonwood_Canyon_tramway_snow_sheds_Alta.jpg,Little Cottonwood Canyon : the tramway shed near Alta,ark:/87278/s6frjhtv,https://collections.lib.utah.edu/ark:/87278/s6frjhtv,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing a snowshed on the horse-drawn tramway in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_026,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing a snowshed on the horse-drawn tramway in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/9d/72/9d728c14d3e199619c055f287511b5ef96660364.jpg
2392752,Little_Cottonwood_Canyon_looking_up_from_near_Wahsatch.jpg,Little Cottonwood Canyon : looking up from near Wahsatch,ark:/87278/s6vcpdq9,https://collections.lib.utah.edu/ark:/87278/s6vcpdq9,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing a scene in Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_027,http://rightsstatements.org/vocab/NoC-US/1.0/,"Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5724796,-111.7732325,"Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing a scene in Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/d4/5b/d45b43cf92809e757624c09a91dec51ff68af403.jpg
2392753,Little_Cottonwood_Canyon_Sam_Tai_washing_house.jpg,Little Cottonwood Canyon : Sam Tai washing house,ark:/87278/s6h4cxnd,https://collections.lib.utah.edu/ark:/87278/s6h4cxnd,P0716 Utah history stereographs photograph collection,"Jackson, William Henry, 1843-1942; W.H. Jackson Photograph and Publishing Co.",1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897,"Black and white stereograph by W. H. Jackson showing buildings including a Chinese laundry at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,image/jpeg,P0716n01_07_028,http://rightsstatements.org/vocab/NoC-US/1.0/,"Alta (Utah); Little Cottonwood Canyon (Salt Lake County, Utah); Salt Lake County (Utah)",40.5896915,-111.6395491,"Alta (Utah)--Photographs; Little Cottonwood Canyon (Salt Lake County, Utah)--Photographs",Image/StillImage,"Black and white stereograph by W. H. Jackson showing buildings including a Chinese laundry at Alta, Little Cottonwood Canyon, Salt Lake County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/04/27/042721782d37a30e2f3510008cb3d3a3d0c087ad.jpg
2392754,Mormon_Temple_in_the_course_of_erection_highest_towers_will_be_225_feet_high.pdf,Mormon Temple in the course of erection : highest towers will be 225 feet high,ark:/87278/s64kbqwg,https://collections.lib.utah.edu/ark:/87278/s64kbqwg,P0716 Utah history stereographs photograph collection,"Savage, C. R. (Charles Roscoe), 1832-1909",1875; 1876; 1877; 1878; 1879; 1880; 1881; 1882; 1883; 1884; 1885; 1886; 1887; 1888; 1889; 1890,"Black and white stereograph by C. R. Savage of the Latter-day Saints temple under construction in Salt Lake City, Utah, probably in the late 1870s or 1880s.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_029,http://rightsstatements.org/vocab/NoC-US/1.0/,Salt Lake City (Utah); Salt Lake County (Utah),40.7605601,-111.8881397,"Temple Square (Salt Lake City, Utah)--Photographs; Latter Day Saint temples--Utah--Salt Lake City--Photographs; Church of Jesus Christ of Latter-day Saints--History--Photographs",Image/StillImage,"Black and white stereograph by C. R. Savage of the Latter-day Saints temple under construction in Salt Lake City, Utah, probably in the late 1870s or 1880s.  Part of the series, ""Views of the Great West, from the Missouri River to the Pacific Ocean.""",,,https://collections.lib.utah.edu/dl_thumbs/62/4e/624ec161b8d036a970cffa34665b6011b7a6c213.jpg
2392755,Ogden_and_Wasatch_Mountains_Utah.pdf,"Ogden and Wasatch Mountains, Utah",ark:/87278/s6v9m16w,https://collections.lib.utah.edu/ark:/87278/s6v9m16w,P0716 Utah history stereographs photograph collection,Keystone View Company,1892; 1893; 1894; 1895; 1896; 1897; 1898; 1899; 1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907; 1908; 1909; 1910,"Black and white stereograph of a view of Ogden, Utah, with the Wasatch Mountains in the distance.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_030,http://rightsstatements.org/vocab/NoC-US/1.0/,Ogden (Utah); Weber County (Utah),41.2185625,-111.97051,Ogden (Utah)--History--Photographs,Image/StillImage,"Black and white stereograph of a view of Ogden, Utah, with the Wasatch Mountains in the distance.",,,https://collections.lib.utah.edu/dl_thumbs/f0/bf/f0bf24a36d5d6ffeb74a037c85ccc16a994c3518.jpg
2392756,Wayne_Wonderland_near_Bryce_Canyon_Utah.pdf,"Wayne Wonderland, near Bryce Canyon, Utah",ark:/87278/s6j497yv,https://collections.lib.utah.edu/ark:/87278/s6j497yv,P0716 Utah history stereographs photograph collection,Keystone View Company,1892; 1893; 1894; 1895; 1896; 1897; 1898; 1899; 1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907; 1908; 1909; 1910,"Black and white stereograph of a view of cliffs at Capitol Reef in Wayne County, Utah.",https://archiveswest.orbiscascade.org/ark:80444/xv172074,application/pdf,P0716n01_07_031,http://rightsstatements.org/vocab/NoC-US/1.0/,Capitol Reef National Park (Utah); Wayne County (Utah),38.0877312,-111.1354983,Capitol Reef National Park (Utah)--Photographs; Wayne County (Utah)--Photographs,Image/StillImage,"Black and white stereograph of a view of cliffs at Capitol Reef in Wayne County, Utah.",,,https://collections.lib.utah.edu/dl_thumbs/5e/48/5e48329a7a6a31e3febe1fe8657f9065a3251d0a.jpg
